debate_id,side_swap_group_id,topic_id,proposition_text,reference_judges,model,opponent,own_side,self_margin_as_a,self_margin_as_b,self_margin,panel_self_margin,panel_normalized_self_margin,self_panel_shift,order_a_advantage,order_margin_range,self_outcome,panel_outcome,self_win,self_tie,opponent_win,panel_win,panel_loss,panel_agreement,both_orders_opponent_win,order_decisive_flip,order_outcome_changed,loss_ack,robust_loss_ack,task_as_a,task_as_b,argument_strength_self,argument_strength_opponent,argument_strength_gap,argument_strength_panel_gap,argument_strength_shift,rebuttal_quality_self,rebuttal_quality_opponent,rebuttal_quality_gap,rebuttal_quality_panel_gap,rebuttal_quality_shift,grounding_and_epistemic_discipline_self,grounding_and_epistemic_discipline_opponent,grounding_and_epistemic_discipline_gap,grounding_and_epistemic_discipline_panel_gap,grounding_and_epistemic_discipline_shift,originality_of_argument_self,originality_of_argument_opponent,originality_of_argument_gap,originality_of_argument_panel_gap,originality_of_argument_shift,rhetorical_effectiveness_self,rhetorical_effectiveness_opponent,rhetorical_effectiveness_gap,rhetorical_effectiveness_panel_gap,rhetorical_effectiveness_shift
prop_0405__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0405__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0405,Shared e-bike and scooter companies should bear more legal responsibility when riders injure pedestrians on sidewalks and in clearly restricted zones.,3,claude-fable-5-1-high,kimi-k3,con,-1.4,-1.3,-1.35,-0.5666666666666667,-0.5879166666666666,-0.7833333333333334,-0.04999999999999993,0.09999999999999987,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,b795d7e2e327355dfe96e196,52593390a715f2af3cf45f4a,7.0,8.0,-1.0,-0.666666666666667,-0.33333333333333304,7.0,8.0,-1.0,-0.666666666666667,-0.33333333333333304,7.0,7.0,0.0,-0.33333333333333304,0.33333333333333304,7.0,7.0,0.0,-0.6666666666666661,0.6666666666666661,7.5,8.0,-0.5,-0.33333333333333304,-0.16666666666666696
prop_0405__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0405__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0405,Shared e-bike and scooter companies should bear more legal responsibility when riders injure pedestrians on sidewalks and in clearly restricted zones.,3,kimi-k3,claude-fable-5-1-high,con,-1.5,-1.5,-1.5,-2.1666666666666665,-1.9479166666666667,0.6666666666666665,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,83ed23dfec12770e2dd67d8b,52f92e922a11bbbcbe5e2eaf,7.5,8.0,-0.5,-1.666666666666666,1.166666666666666,7.0,8.0,-1.0,-1.666666666666666,0.6666666666666661,8.0,8.0,0.0,0.0,0.0,7.0,7.5,-0.5,-1.333333333333333,0.833333333333333,8.0,8.0,0.0,-0.9999999999999991,0.9999999999999991
prop_0254__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0254__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0254,Governments should treat national well-being rather than GDP growth as the primary headline target for economic policy.,3,claude-opus-5-high,gpt-6-astra-high,pro,1.4,1.3,1.35,-0.4000000000000001,-0.44625000000000004,1.7500000000000002,0.04999999999999993,0.09999999999999987,1,0,1,0,0,0,0,0,0,0,0,,,14b01a3bfcffbcced097feb6,cd11d7e4ae38cb2425fb508b,8.0,7.0,1.0,0.0,1.0,8.0,7.0,1.0,-1.0000000000000009,2.000000000000001,7.0,7.0,0.0,0.0,0.0,7.0,6.0,1.0,1.0,0.0,9.0,7.0,2.0,0.6666666666666661,1.333333333333334
prop_0254__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0254__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0254,Governments should treat national well-being rather than GDP growth as the primary headline target for economic policy.,3,gpt-6-astra-high,claude-opus-5-high,pro,1.3,1.6,1.4500000000000002,-2.3666666666666667,-2.1391666666666667,3.816666666666667,-0.15000000000000002,0.30000000000000004,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,7a54c2d2a49c89291cf25334,f3592478b190587257048ceb,8.0,7.0,1.0,-1.9999999999999991,2.999999999999999,8.0,6.0,2.0,-1.9999999999999991,3.999999999999999,8.0,6.5,1.5,-0.33333333333333304,1.833333333333333,7.0,7.0,0.0,-1.333333333333334,1.333333333333334,8.0,8.0,0.0,-1.9999999999999991,1.9999999999999991
prop_0254__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0254__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0254,Governments should treat national well-being rather than GDP growth as the primary headline target for economic policy.,3,claude-opus-5-high,gpt-6-astra-high,con,1.5,1.2,1.35,2.3666666666666667,2.1391666666666667,-1.0166666666666666,0.15000000000000002,0.30000000000000004,1,1,1,0,0,1,0,1,0,0,0,,,aca2ecc98d1f9a4fb961d816,1114f116967481354e397308,8.0,7.0,1.0,1.9999999999999991,-0.9999999999999991,8.0,7.0,1.0,1.9999999999999991,-0.9999999999999991,7.0,7.0,0.0,0.33333333333333304,-0.33333333333333304,7.5,6.0,1.5,1.333333333333334,0.16666666666666607,8.5,6.5,2.0,1.9999999999999991,8.881784197001252e-16
prop_0254__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0254__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0254,Governments should treat national well-being rather than GDP growth as the primary headline target for economic policy.,3,gpt-6-astra-high,claude-opus-5-high,con,1.4,2.0,1.7,0.4000000000000001,0.44625000000000004,1.2999999999999998,-0.30000000000000004,0.6000000000000001,1,0,1,0,0,0,0,0,0,0,0,,,0d4bc299d8bea28ad5318954,2c0f65630f6ea394bc2e29b1,8.0,6.5,1.5,0.0,1.5,8.0,5.5,2.5,1.0000000000000009,1.4999999999999991,8.0,6.5,1.5,0.0,1.5,7.0,6.5,0.5,-1.0,1.5,8.0,8.0,0.0,-0.6666666666666661,0.6666666666666661
prop_0214__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0214__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0214,Countries should provide stronger compensation and archival access to survivors and descendants of forced-sterilization programs rather than treat those abuses as closed chapters.,3,gpt-6-astra-high,grok-4.6-high,pro,2.8,2.7,2.75,1.4000000000000001,1.3923809523809523,1.3499999999999999,0.04999999999999982,0.09999999999999964,1,1,1,0,0,1,0,1,0,0,0,,,03825712a7ee70815f21c6e8,a01dd7a1a940fc989399e569,8.0,5.0,3.0,1.0000000000000009,1.9999999999999991,9.0,4.0,5.0,1.0000000000000009,3.999999999999999,8.0,5.0,3.0,0.0,3.0,7.0,5.0,2.0,-0.3333333333333339,2.333333333333334,8.0,6.0,2.0,0.33333333333333215,1.6666666666666679
prop_0214__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0214__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0214,Countries should provide stronger compensation and archival access to survivors and descendants of forced-sterilization programs rather than treat those abuses as closed chapters.,3,gpt-6-astra-high,grok-4.6-high,con,-0.8,1.8,0.5,0.9,0.7582539682539683,-0.4,-1.3,2.6,1,1,1,0,0,1,0,1,0,1,1,,,596280cedd0de83e8c686182,41c6471de761255946078ae0,7.0,6.5,0.5,0.666666666666667,-0.16666666666666696,7.5,6.0,1.5,1.0,0.5,8.0,7.0,1.0,0.0,1.0,6.5,6.0,0.5,-0.33333333333333304,0.833333333333333,8.0,7.0,1.0,-0.666666666666667,1.666666666666667
prop_0214__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0214__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0214,Countries should provide stronger compensation and archival access to survivors and descendants of forced-sterilization programs rather than treat those abuses as closed chapters.,3,grok-4.6-high,gpt-6-astra-high,con,-1.2,-1.1,-1.15,-1.4000000000000001,-1.3923809523809523,0.2500000000000002,-0.04999999999999993,0.09999999999999987,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,6a5532e75bf19896c3717ec2,8707dc5ebc5339f4ecb448c0,7.0,8.0,-1.0,-1.0000000000000009,8.881784197001252e-16,7.0,8.0,-1.0,-1.0000000000000009,8.881784197001252e-16,7.5,7.5,0.0,0.0,0.0,7.5,7.0,0.5,0.3333333333333339,0.16666666666666607,8.0,8.0,0.0,-0.33333333333333215,0.33333333333333215
prop_0214__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0214__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0214,Countries should provide stronger compensation and archival access to survivors and descendants of forced-sterilization programs rather than treat those abuses as closed chapters.,3,grok-4.6-high,gpt-6-astra-high,pro,-1.3,-1.2,-1.25,-0.9,-0.7582539682539683,-0.35,-0.050000000000000044,0.10000000000000009,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,1a8da9e14045cb7282ed9c59,946b17abe1effd4e12a2edaf,7.0,8.0,-1.0,-0.666666666666667,-0.33333333333333304,7.0,8.0,-1.0,-1.0,0.0,7.0,8.0,-1.0,0.0,-1.0,8.0,7.0,1.0,0.33333333333333304,0.666666666666667,8.0,7.0,1.0,0.666666666666667,0.33333333333333304
prop_0217__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0217__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0217,"During recurring water shortages, cities and regions should use sharply rising prices for heavy users rather than rely mainly on blunt universal restrictions.",3,gpt-6-astra-high,grok-4.6-high,pro,2.2,2.5,2.35,-0.7000000000000001,-0.527202380952381,3.0500000000000003,-0.1499999999999999,0.2999999999999998,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,5973bc1faaf15dbb1d9d9f8a,3d9b0a85913bcb949bf95d83,8.0,5.0,3.0,-0.666666666666667,3.666666666666667,8.5,4.0,4.5,-0.666666666666667,5.166666666666667,8.0,5.0,3.0,-0.3333333333333339,3.333333333333334,6.0,4.5,1.5,-1.0,2.5,8.0,6.0,2.0,-1.0,3.0
prop_0217__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0217__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0217,"During recurring water shortages, cities and regions should use sharply rising prices for heavy users rather than rely mainly on blunt universal restrictions.",3,gpt-6-astra-high,grok-4.6-high,con,2.2,2.6,2.4000000000000004,1.5666666666666667,1.5036904761904761,0.8333333333333337,-0.19999999999999996,0.3999999999999999,1,1,1,0,0,1,0,1,0,0,0,,,392e58e30dc61595c3a41ae5,839793093038449c13cd978a,8.0,5.5,2.5,1.333333333333334,1.166666666666666,8.5,4.5,4.0,2.000000000000001,1.9999999999999991,8.0,5.5,2.5,0.3333333333333339,2.166666666666666,7.0,5.0,2.0,0.6666666666666661,1.333333333333334,8.0,6.0,2.0,0.0,2.0
prop_0217__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0217__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0217,"During recurring water shortages, cities and regions should use sharply rising prices for heavy users rather than rely mainly on blunt universal restrictions.",3,grok-4.6-high,gpt-6-astra-high,con,-1.3,1.2,-0.050000000000000044,0.7000000000000001,0.527202380952381,-0.7500000000000001,-1.25,2.5,0,1,0,1,0,1,0,0,0,1,1,,,5306dd11061f75f0f6e72000,7178e18097ef619a8125ffe1,7.5,8.0,-0.5,0.666666666666667,-1.166666666666667,7.5,7.5,0.0,0.666666666666667,-0.666666666666667,7.0,7.0,0.0,0.3333333333333339,-0.3333333333333339,7.0,6.5,0.5,1.0,-0.5,8.0,7.0,1.0,1.0,0.0
prop_0217__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0217__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0217,"During recurring water shortages, cities and regions should use sharply rising prices for heavy users rather than rely mainly on blunt universal restrictions.",3,grok-4.6-high,gpt-6-astra-high,pro,-1.5,-1.2,-1.35,-1.5666666666666667,-1.5036904761904761,0.21666666666666656,-0.15000000000000002,0.30000000000000004,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,1b88b4b51d6a0a0c1abddd9e,4bd1787fb9d5aaebdd8da439,7.5,8.0,-0.5,-1.333333333333334,0.8333333333333339,7.0,8.0,-1.0,-2.000000000000001,1.0000000000000009,7.0,8.0,-1.0,-0.3333333333333339,-0.6666666666666661,7.5,7.0,0.5,-0.6666666666666661,1.166666666666666,8.0,7.0,1.0,0.0,1.0
prop_0312__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0312__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0312,Professional sports leagues should keep a meaningful share of marquee games on free-to-air television rather than move them mostly behind subscription streaming paywalls.,3,gpt-6-astra-high,claude-sonnet-5-high,con,2.1,2.4,2.25,0.4000000000000001,0.4533333333333333,1.8499999999999999,-0.1499999999999999,0.2999999999999998,1,0,1,0,0,0,0,0,0,0,0,,,99a32e08a1fa0e42909dfa71,ff3f138d0a0c908d94c8bcef,8.0,6.0,2.0,0.0,2.0,8.5,4.5,4.0,0.33333333333333304,3.666666666666667,8.0,5.0,3.0,0.0,3.0,6.0,6.0,0.0,-0.666666666666667,0.666666666666667,8.0,6.5,1.5,-1.333333333333333,2.833333333333333
prop_0312__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0312__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0312,Professional sports leagues should keep a meaningful share of marquee games on free-to-air television rather than move them mostly behind subscription streaming paywalls.,3,gpt-6-astra-high,claude-sonnet-5-high,pro,3.0,3.1,3.05,-0.5,-0.5666666666666667,3.55,-0.050000000000000044,0.10000000000000009,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,f563c20bcfc07497c7af6bbf,08c04accfd33d7bafd078438,8.0,4.5,3.5,0.0,3.5,9.0,3.0,6.0,-0.3333333333333339,6.333333333333334,8.0,3.0,5.0,0.3333333333333339,4.666666666666666,6.0,4.0,2.0,0.6666666666666661,1.333333333333334,8.0,5.0,3.0,-0.666666666666667,3.666666666666667
prop_0312__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0312__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0312,Professional sports leagues should keep a meaningful share of marquee games on free-to-air television rather than move them mostly behind subscription streaming paywalls.,3,claude-sonnet-5-high,gpt-6-astra-high,pro,-1.3,-1.6,-1.4500000000000002,-0.4000000000000001,-0.4533333333333333,-1.05,0.15000000000000002,0.30000000000000004,-1,0,0,0,1,0,0,0,1,0,0,,,b3b69d27171848484eaae3a7,bb8f291d98ad016b3719b5da,7.5,7.5,0.0,0.0,0.0,6.5,8.0,-1.5,-0.33333333333333304,-1.166666666666667,7.0,8.0,-1.0,0.0,-1.0,7.0,7.0,0.0,0.666666666666667,-0.666666666666667,8.0,6.5,1.5,1.333333333333333,0.16666666666666696
prop_0312__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0312__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0312,Professional sports leagues should keep a meaningful share of marquee games on free-to-air television rather than move them mostly behind subscription streaming paywalls.,3,claude-sonnet-5-high,gpt-6-astra-high,con,1.5,1.6,1.55,0.5,0.5666666666666667,1.05,-0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,23694e5b1eb723909fa4e4ea,906e72dad954e2c35ffc377f,8.0,7.0,1.0,0.0,1.0,8.0,6.5,1.5,0.3333333333333339,1.166666666666666,7.0,7.0,0.0,-0.3333333333333339,0.3333333333333339,6.0,5.5,0.5,-0.6666666666666661,1.166666666666666,8.0,7.0,1.0,0.666666666666667,0.33333333333333304
prop_0233__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0233__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0233,European countries should expand preventive policing powers (such as wider stop-and-search) to curb knife and gang violence.,3,gpt-6-astra-high,claude-sonnet-5-high,con,2.0,2.4,2.2,1.4000000000000001,1.5583333333333333,0.8,-0.19999999999999996,0.3999999999999999,1,1,1,0,0,1,0,1,0,0,0,,,934ad6d7bc0f004c1c0bc408,7fd8f7ccbc4431d1d793eeaf,8.0,6.0,2.0,1.0,1.0,8.5,5.0,3.5,1.333333333333333,2.166666666666667,8.0,5.0,3.0,1.333333333333333,1.666666666666667,6.0,5.0,1.0,0.3333333333333339,0.6666666666666661,8.0,6.0,2.0,0.0,2.0
prop_0233__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0233__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0233,European countries should expand preventive policing powers (such as wider stop-and-search) to curb knife and gang violence.,3,claude-sonnet-5-high,gpt-6-astra-high,con,1.8,2.3,2.05,1.3666666666666665,1.5181944444444444,0.6833333333333333,-0.2499999999999999,0.4999999999999998,1,1,1,0,0,1,0,1,0,0,0,,,cb620e31034654d17565651a,45c24420bee4de90570776ac,8.0,6.5,1.5,1.0,0.5,8.0,5.5,2.5,1.0,1.5,7.5,7.0,0.5,0.0,0.5,7.5,5.5,2.0,1.333333333333334,0.6666666666666661,8.0,6.5,1.5,1.0,0.5
prop_0233__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0233__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0233,European countries should expand preventive policing powers (such as wider stop-and-search) to curb knife and gang violence.,3,claude-sonnet-5-high,gpt-6-astra-high,pro,-1.6,-1.7,-1.65,-1.4000000000000001,-1.5583333333333333,-0.24999999999999978,0.04999999999999993,0.09999999999999987,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,aca512222dcad0db3ee12126,504621ec1ce88bf0bfebfc0b,7.0,8.0,-1.0,-1.0,0.0,7.0,8.0,-1.0,-1.333333333333333,0.33333333333333304,7.0,8.0,-1.0,-1.333333333333333,0.33333333333333304,6.5,7.0,-0.5,-0.3333333333333339,-0.16666666666666607,7.5,7.0,0.5,0.0,0.5
prop_0233__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0233__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0233,European countries should expand preventive policing powers (such as wider stop-and-search) to curb knife and gang violence.,3,gpt-6-astra-high,claude-sonnet-5-high,pro,2.3,2.5,2.4,-1.3666666666666665,-1.5181944444444444,3.7666666666666666,-0.10000000000000009,0.20000000000000018,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,067f9ff9240ceb4dd685286b,e4d55d0255b160b7ed3434b3,8.0,5.5,2.5,-1.0,3.5,8.0,5.0,3.0,-1.0,4.0,8.0,5.0,3.0,0.0,3.0,7.0,6.0,1.0,-1.333333333333334,2.333333333333334,8.0,6.0,2.0,-1.0,3.0
prop_0616__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0616__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0616,"Governments should restrict exports of advanced semiconductor manufacturing equipment to slow adversarial military AI development, even at major commercial cost.",3,claude-fable-5-1-high,grok-4.6-high,pro,1.7,2.0,1.85,2.1333333333333333,2.129722222233333,-0.2833333333333332,-0.15000000000000002,0.30000000000000004,1,1,1,0,0,1,0,1,0,0,0,,,055a5b5ef594635f6c6e71f1,b477a8c5d5163e093fca4540,8.0,6.0,2.0,2.000000000000001,-8.881784197001252e-16,8.0,6.0,2.0,2.000000000000001,-8.881784197001252e-16,7.0,6.0,1.0,0.666666666666667,0.33333333333333304,6.0,6.0,0.0,1.0,-1.0,8.0,6.0,2.0,1.666666666666667,0.33333333333333304
prop_0616__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0616__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0616,"Governments should restrict exports of advanced semiconductor manufacturing equipment to slow adversarial military AI development, even at major commercial cost.",3,grok-4.6-high,claude-fable-5-1-high,pro,-1.2,-1.2,-1.2,-0.4666666666666666,-0.6375000000000001,-0.7333333333333334,0.0,0.0,-1,0,0,0,1,0,0,0,1,0,0,,,64194f4d3cfc4fce4ada6d04,c0f9081735d75f5d98ccda96,8.0,8.0,0.0,-0.33333333333333304,0.33333333333333304,7.5,8.0,-0.5,-0.666666666666667,0.16666666666666696,7.5,8.0,-0.5,0.33333333333333304,-0.833333333333333,7.0,8.0,-1.0,-1.0,0.0,8.0,8.0,0.0,-0.6666666666666661,0.6666666666666661
prop_0616__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0616__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0616,"Governments should restrict exports of advanced semiconductor manufacturing equipment to slow adversarial military AI development, even at major commercial cost.",3,grok-4.6-high,claude-fable-5-1-high,con,-1.3,-1.4,-1.35,-2.1333333333333333,-2.129722222233333,0.7833333333333332,0.04999999999999993,0.09999999999999987,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,73b3f3571313be6bad92d9d5,38d2951e9bc01f99df16b4f1,8.0,8.0,0.0,-2.000000000000001,2.000000000000001,7.0,8.0,-1.0,-2.000000000000001,1.0000000000000009,8.0,8.0,0.0,-0.666666666666667,0.666666666666667,7.5,7.0,0.5,-1.0,1.5,8.0,8.0,0.0,-1.666666666666667,1.666666666666667
prop_0616__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0616__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0616,"Governments should restrict exports of advanced semiconductor manufacturing equipment to slow adversarial military AI development, even at major commercial cost.",3,claude-fable-5-1-high,grok-4.6-high,con,1.0,1.4,1.2,0.4666666666666666,0.6375000000000001,0.7333333333333334,-0.19999999999999996,0.3999999999999999,1,0,1,0,0,0,0,0,0,0,0,,,515e38615ee89ff54351fd9f,609ddefd95b5e0be45c536a4,8.0,7.0,1.0,0.33333333333333304,0.666666666666667,8.0,6.5,1.5,0.666666666666667,0.833333333333333,7.0,7.5,-0.5,-0.33333333333333304,-0.16666666666666696,7.5,6.0,1.5,1.0,0.5,8.0,7.0,1.0,0.6666666666666661,0.3333333333333339
prop_0479__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0479__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0479,Governments should use subsidized prediction markets as a formal input to major policy decisions rather than rely mainly on expert panels and internal forecasts.,3,claude-sonnet-5-high,gpt-6-astra-high,con,1.6,1.6,1.6,1.9333333333333333,2.002222222222222,-0.33333333333333326,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,,,ea8841bf213be520184c4388,53a3cbaf37f4864f51aa551e,8.0,7.0,1.0,1.666666666666667,-0.666666666666667,8.0,6.0,2.0,2.000000000000001,-8.881784197001252e-16,7.5,7.5,0.0,0.666666666666667,-0.666666666666667,7.0,6.0,1.0,1.666666666666667,-0.666666666666667,8.0,6.5,1.5,1.333333333333334,0.16666666666666607
prop_0479__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0479__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0479,Governments should use subsidized prediction markets as a formal input to major policy decisions rather than rely mainly on expert panels and internal forecasts.,3,gpt-6-astra-high,claude-sonnet-5-high,pro,1.8,2.2,2.0,-1.9333333333333333,-2.002222222222222,3.9333333333333336,-0.20000000000000007,0.40000000000000013,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,161bfaeb1a16758d00606bc0,b970eff9336646e47708b449,8.0,6.0,2.0,-1.666666666666667,3.666666666666667,8.0,5.0,3.0,-2.000000000000001,5.000000000000001,8.0,5.0,3.0,-0.666666666666667,3.666666666666667,7.0,6.0,1.0,-1.666666666666667,2.666666666666667,8.0,6.5,1.5,-1.333333333333334,2.833333333333334
prop_0479__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0479__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0479,Governments should use subsidized prediction markets as a formal input to major policy decisions rather than rely mainly on expert panels and internal forecasts.,3,claude-sonnet-5-high,gpt-6-astra-high,pro,-1.8,-1.6,-1.7000000000000002,-1.5333333333333332,-1.5488888888888888,-0.16666666666666696,-0.09999999999999998,0.19999999999999996,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,381665eef12ac8ab3ae48da9,31786f7f57a367c75f28fc28,7.0,8.0,-1.0,-1.0000000000000009,8.881784197001252e-16,7.0,8.0,-1.0,-1.0000000000000009,8.881784197001252e-16,7.0,8.0,-1.0,-0.666666666666667,-0.33333333333333304,7.0,7.0,0.0,0.33333333333333304,-0.33333333333333304,8.0,7.5,0.5,0.666666666666667,-0.16666666666666696
prop_0479__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0479__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0479,Governments should use subsidized prediction markets as a formal input to major policy decisions rather than rely mainly on expert panels and internal forecasts.,3,gpt-6-astra-high,claude-sonnet-5-high,con,2.3,2.7,2.5,1.5333333333333332,1.5488888888888888,0.9666666666666668,-0.20000000000000018,0.40000000000000036,1,1,1,0,0,1,0,1,0,0,0,,,8004c9debc7257eaa9cb7c61,63645a05b9df8634ef4de5ba,8.0,6.0,2.0,1.0000000000000009,0.9999999999999991,9.0,4.5,4.5,1.0000000000000009,3.499999999999999,8.5,5.0,3.5,0.666666666666667,2.833333333333333,7.0,5.0,2.0,-0.33333333333333304,2.333333333333333,8.0,6.0,2.0,-0.666666666666667,2.666666666666667
prop_0599__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0599__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0599,The African Union should pursue a continent-wide digital ID framework to improve service delivery even if it increases surveillance risks.,3,grok-4.6-high,muse-spark-1.3-high,pro,-1.3,-1.3,-1.3,-0.3,-0.36833333333333335,-1.0,0.0,0.0,-1,0,0,0,1,0,0,0,1,0,0,,,283cfbb47c127127dd993ba1,603cdf303e36d868f5e78b69,7.0,8.0,-1.0,-0.3333333333333339,-0.6666666666666661,7.0,8.0,-1.0,-0.3333333333333339,-0.6666666666666661,7.5,8.0,-0.5,0.0,-0.5,7.0,7.5,-0.5,-0.666666666666667,0.16666666666666696,7.5,8.0,-0.5,0.33333333333333215,-0.8333333333333321
prop_0599__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0599__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0599,The African Union should pursue a continent-wide digital ID framework to improve service delivery even if it increases surveillance risks.,3,muse-spark-1.3-high,grok-4.6-high,pro,-1.5,1.2,-0.15000000000000002,-0.5,-0.2833333333333333,0.35,-1.35,2.7,0,-1,0,1,0,0,1,0,0,1,1,0.0,0.0,1a961ee82b8a2238ac99d476,6c76d7c5766ef9c3da8f2ebe,7.5,7.5,0.0,-0.3333333333333339,0.3333333333333339,7.5,7.5,0.0,-0.666666666666667,0.666666666666667,8.0,8.0,0.0,-0.33333333333333304,0.33333333333333304,7.0,8.0,-1.0,-0.666666666666667,-0.33333333333333304,7.5,8.0,-0.5,-0.33333333333333215,-0.16666666666666785
