side_swap_group_id,topic_id,proposition_text,model_a,model_b,debate_ids,debate_count,swap_complete,rating_eligible,judgment_rows,judge_models,judge_count,normalized_margin_rows,mean_confidence,mean_entertainment_value,mean_signed_margin_a_raw,mean_signed_margin_a_norm,score_a_raw,score_a_norm,winner_raw,winner_norm
prop_0402__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0402,Landlords should not be allowed to reject otherwise qualified tenants solely because their rent is paid through vouchers or other lawful public assistance.,claude-sonnet-5-high,gpt-6-astra-high,prop_0402__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0402__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,kimi-k2.6|muse-spark-1.1-high|qwen3.7-max,3,6,,7.666666666666667,0.5166666666666666,0.5619444444444445,0.5073260073260073,0.5123015873015873,claude-sonnet-5-high,claude-sonnet-5-high
prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0404,States should recognize a third-gender or nonbinary option on official identity documents for people who do not identify as male or female.,claude-fable-5-1-high,muse-spark-1.3-high,prop_0404__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0404__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|kimi-k2.6,3,6,,7.5,1.2333333333333334,1.2938888889,0.5860805860805861,0.5927350427362638,claude-fable-5-1-high,claude-fable-5-1-high
prop_0405__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0405,Shared e-bike and scooter companies should bear more legal responsibility when riders injure pedestrians on sidewalks and in clearly restricted zones.,claude-fable-5-1-high,kimi-k3,prop_0405__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0405__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,8.0,0.7999999999999999,0.68,0.5384615384615384,0.5252747252747253,claude-fable-5-1-high,claude-fable-5-1-high
prop_0405__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0405,Shared e-bike and scooter companies should bear more legal responsibility when riders injure pedestrians on sidewalks and in clearly restricted zones.,gpt-6-astra-high,muse-spark-1.3-high,prop_0405__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0405__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|qwen3.7-max,3,6,,7.833333333333333,1.6333333333333335,1.4530952380952382,0.63003663003663,0.6102302459445317,gpt-6-astra-high,gpt-6-astra-high
prop_0407__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0407,Workers should have stronger legal protection against being fired for lawful off-duty conduct that does not materially affect job performance.,claude-sonnet-5-high,kimi-k3,prop_0407__claude-sonnet-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0407__kimi-k3__claude-sonnet-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|muse-spark-1.1-high,3,6,,7.833333333333333,-1.35,-1.4272916666666668,0.4010989010989011,0.3926053113553113,kimi-k3,kimi-k3
prop_0409__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0409,"Public spaces such as parks, beaches, and major waterfronts should remain broadly free to access rather than be increasingly enclosed behind paid private experiences.",grok-4.6-high,kimi-k3,prop_0409__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0409__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,-0.7000000000000001,-0.6713988095333333,0.4725274725274725,0.4756704604908425,kimi-k3,kimi-k3
prop_0410__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0410,"Children raised by same-sex parents do as well on average as those raised by different-sex parents, and public policy should reflect that evidence.",claude-opus-5-high,kimi-k3,prop_0410__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0410__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.5,0.7000000000000001,0.6012962963,0.5274725274725275,0.5166259666263736,claude-opus-5-high,claude-opus-5-high
prop_0410__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0410,"Children raised by same-sex parents do as well on average as those raised by different-sex parents, and public policy should reflect that evidence.",grok-4.6-high,muse-spark-1.3-high,prop_0410__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0410__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|kimi-k2.6,3,6,,7.666666666666667,-0.15,-0.1589814814833332,0.5,0.5,tie,tie
prop_0411__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0411,Public transit and ride-hail systems should be required to provide wheelchair-accessible service with wait times and convenience close to standard service.,gpt-6-astra-high,grok-4.6-high,prop_0411__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0411__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,7.666666666666667,0.4333333333333333,0.4604166666666667,0.5,0.5011446886446886,tie,gpt-6-astra-high
prop_0413__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0413,"Adults should have a legal right to access their own adoption records, including identifying information about biological parents, once they reach adulthood.",grok-4.6-high,muse-spark-1.3-high,prop_0413__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0413__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gpt-5.6-high|qwen3.7-max,3,6,,8.333333333333334,0.5,0.4832407407407407,0.5054945054945055,0.5036528286528287,grok-4.6-high,grok-4.6-high
prop_0415__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0415,Cities under severe overtourism pressure should give residents priority booking or lower prices at fragile heritage sites and museums during peak seasons.,claude-opus-5-high,claude-sonnet-5-high,prop_0415__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f|prop_0415__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gpt-5.6-high|grok-4.5-high|muse-spark-1.1-high,3,6,,8.0,1.2333333333333334,1.27381944445,0.5860805860805861,0.5905296092802198,claude-opus-5-high,claude-opus-5-high
prop_0418__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0418,Women-only ride-hail options improve safety and trust enough to justify their added operational complexity and possible matching inefficiency.,claude-fable-5-1-high,grok-4.6-high,prop_0418__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0418__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|qwen3.7-max,3,6,,7.666666666666667,1.3333333333333333,1.3127777777833334,0.5970695970695971,0.5948107448113553,claude-fable-5-1-high,claude-fable-5-1-high
prop_0420__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0420,"Replacing most first-line customer service with AI chat agents reduces costs more than it degrades trust, accountability, and resolution quality.",claude-sonnet-5-high,kimi-k3,prop_0420__claude-sonnet-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0420__kimi-k3__claude-sonnet-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,8.333333333333334,-1.5333333333333332,-1.4497222222166666,0.3809523809523809,0.3901404151410256,kimi-k3,kimi-k3
prop_0421__claude-opus-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0421,"Restaurants, ticketing services, and delivery apps should disclose all mandatory service charges before the final checkout screen rather than reveal them only at payment.",claude-opus-5-high,muse-spark-1.3-high,prop_0421__claude-opus-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0421__muse-spark-1.3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,7.833333333333333,2.15,1.992777777783333,0.6868131868131868,0.66953601953663,claude-opus-5-high,claude-opus-5-high
prop_0421__claude-sonnet-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0421,"Restaurants, ticketing services, and delivery apps should disclose all mandatory service charges before the final checkout screen rather than reveal them only at payment.",claude-sonnet-5-high,kimi-k3,prop_0421__claude-sonnet-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0421__kimi-k3__claude-sonnet-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,0.05,0.0672916666666666,0.5,0.5,tie,tie
prop_0423__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0423,Large event organizers should reserve a meaningful share of tickets for local residents or members before opening dynamic general-sale markets.,gpt-6-astra-high,grok-4.6-high,prop_0423__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0423__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|kimi-k2.6,3,6,,7.5,1.6,1.5522619047619048,0.6263736263736264,0.6211276818419675,gpt-6-astra-high,gpt-6-astra-high
prop_0424__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0424,"Cities should invest more in low-cost social infrastructure such as libraries, recreation centers, and late-hour public spaces than in app-based loneliness interventions.",claude-fable-5-1-high,kimi-k3,prop_0424__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0424__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|qwen3.7-max,3,6,,8.333333333333334,0.7000000000000001,0.6784259259333334,0.5274725274725275,0.5251017501025641,claude-fable-5-1-high,claude-fable-5-1-high
prop_0435__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0435,"Cities should allow later closing times for some venues only when they also require stronger transit, sanitation, and noise-mitigation plans.",claude-fable-5-1-high,gpt-6-astra-high,prop_0435__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0435__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,kimi-k2.6|muse-spark-1.1-high|qwen3.7-max,3,6,,7.0,0.1333333333333334,0.1428472222222222,0.5,0.5,tie,tie
prop_0443__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0443,"Major science funders should mandate that publicly funded research outputs (papers, data, and code) be released under open licenses by default.",gpt-6-astra-high,grok-4.6-high,prop_0443__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0443__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.0,0.4166666666666667,0.3541666666666667,0.5,0.5,tie,tie
prop_0446__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0446,Major economies should adopt a binding international agreement to phase out unabated coal power on a common timeline with differentiated support.,gpt-6-astra-high,grok-4.6-high,prop_0446__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0446__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,8.0,0.0833333333333333,0.0779166666666666,0.5,0.5,tie,tie
prop_0453__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0453,Central banks should prioritize reducing housing inflation even if it increases the risk of recession.,gpt-6-astra-high,muse-spark-1.3-high,prop_0453__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0453__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|qwen3.7-max,3,6,,7.833333333333333,-0.0833333333333333,-0.0708333333333333,0.5,0.5,tie,tie
prop_0461__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0461,Online platforms should be required to offer independent researchers privacy-preserving access to data on recommender systems’ societal impacts.,glm-5-3-high,muse-spark-1.3-high,prop_0461__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0461__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.0,0.5333333333333333,0.5808333333333334,0.5091575091575091,0.5143772893772894,glm-5-3-high,glm-5-3-high
prop_0465__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0465,"Governments should grant legal personhood to major rivers and ecosystems when Indigenous or local communities request it, even if it complicates infrastructure development.",grok-4.6-high,muse-spark-1.3-high,prop_0465__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0465__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|qwen3.7-max,3,6,,8.0,-0.9166666666666666,-0.8153703703703704,0.4487179487179487,0.4598494098494098,muse-spark-1.3-high,muse-spark-1.3-high
prop_0469__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0469,Countries should recognize ecocide as an international crime.,claude-fable-5-1-high,gpt-6-astra-high,prop_0469__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0469__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,7.666666666666667,1.2833333333333334,1.3659027777777777,0.5915750915750916,0.6006486568986569,claude-fable-5-1-high,claude-fable-5-1-high
prop_0478__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0478,Governments should require a portable benefits floor for workers who earn substantial income across gig platforms and short-term contracts.,claude-sonnet-5-high,grok-4.6-high,prop_0478__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0478__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.0,-1.4333333333333331,-1.275,0.3919413919413919,0.4093406593406593,grok-4.6-high,grok-4.6-high
prop_0479__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0479,Governments should use subsidized prediction markets as a formal input to major policy decisions rather than rely mainly on expert panels and internal forecasts.,claude-sonnet-5-high,gpt-6-astra-high,prop_0479__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0479__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|qwen3.7-max,3,6,,7.666666666666667,0.1999999999999999,0.2266666666666666,0.5,0.5,tie,tie
prop_0480__claude-sonnet-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0480,"Governments should expand universal basic services such as transit, internet, childcare, and healthcare rather than spend the same money on unconditional cash transfers.",claude-sonnet-5-high,glm-5-3-high,prop_0480__claude-sonnet-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0480__glm-5-3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|qwen3.7-max,3,6,,7.833333333333333,-1.6,-1.600833333333333,0.3736263736263736,0.3735347985347985,glm-5-3-high,glm-5-3-high
prop_0484__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0484,Small island developing states should be granted weighted voting power in international climate negotiations proportional to their existential risk rather than their population or GDP.,glm-5-3-high,kimi-k3,prop_0484__glm-5-3-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0484__kimi-k3__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|muse-spark-1.1-high|qwen3.7-max,3,6,,7.666666666666667,-1.3333333333333333,-1.2689285714285714,0.4029304029304029,0.4100078492935636,kimi-k3,kimi-k3
prop_0486__kimi-k3__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0486,Public cemeteries in land-scarce cities should transition to composting or alkaline hydrolysis rather than continue allocating permanent burial plots.,kimi-k3,muse-spark-1.3-high,prop_0486__kimi-k3__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0486__muse-spark-1.3-high__kimi-k3__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|grok-4.5-high,3,6,,8.166666666666666,0.85,0.9113888889,0.5439560439560439,0.5507020757032967,kimi-k3,kimi-k3
prop_0487__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0487,Governments should fund and deploy permanent asteroid-deflection infrastructure rather than treat planetary defense mainly as a research niche.,claude-fable-5-1-high,muse-spark-1.3-high,prop_0487__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0487__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,8.0,0.3666666666666667,0.4486111111166667,0.5,0.5,tie,tie
prop_0493__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0493,"Governments should ban private corporations from owning, trading, or extracting municipal water sources and aquifers for commercial bottling.",claude-opus-5-high,grok-4.6-high,prop_0493__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0493__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|muse-spark-1.1-high,3,6,,8.333333333333334,1.3333333333333333,1.2671296296333334,0.5970695970695971,0.5897944647948719,claude-opus-5-high,claude-opus-5-high
prop_0499__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0499,Governments should fund crewed deep-ocean exploration at levels comparable to space exploration given how much of Earth's ocean floor remains unmapped.,claude-opus-5-high,grok-4.6-high,prop_0499__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0499__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|qwen3.7-max,3,6,,8.666666666666666,0.7999999999999999,0.6784259259166666,0.5384615384615384,0.5251017501007326,claude-opus-5-high,claude-opus-5-high
prop_0502__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0502,The Arctic should be governed under a binding international treaty similar to the Antarctic Treaty System rather than left mainly to competing territorial claims by bordering states.,claude-sonnet-5-high,muse-spark-1.3-high,prop_0502__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0502__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,7.833333333333333,0.0166666666666666,0.0283333333333333,0.5,0.5,tie,tie
prop_0505__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0505,Privacy law should prohibit training commercial AI systems on identifiable personal communications without opt-in consent.,claude-opus-5-high,grok-4.6-high,prop_0505__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0505__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.833333333333333,1.1333333333333335,1.15261574075,0.5750915750915752,0.5772105209615385,claude-opus-5-high,claude-opus-5-high
prop_0505__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0505,Privacy law should prohibit training commercial AI systems on identifiable personal communications without opt-in consent.,glm-5-3-high,kimi-k3,prop_0505__glm-5-3-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0505__kimi-k3__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.166666666666666,-1.4666666666666668,-1.3064814814814814,0.3882783882783882,0.4058811558811559,kimi-k3,kimi-k3
prop_0509__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0509,Central banks should tolerate inflation above target longer rather than engineer a recession to return quickly to 2 percent.,claude-sonnet-5-high,gpt-6-astra-high,prop_0509__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0509__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.0,0.95,0.8972222222222221,0.554945054945055,0.5491452991452992,claude-sonnet-5-high,claude-sonnet-5-high
prop_0513__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0513,Competition policy should treat labor-market monopsony as seriously as consumer-price effects in merger review.,claude-fable-5-1-high,claude-sonnet-5-high,prop_0513__claude-fable-5-1-high__claude-sonnet-5-high__s0__tpl_placement_active_20260813a|prop_0513__claude-sonnet-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|muse-spark-1.1-high,3,6,,7.333333333333333,1.0,1.0782407407407408,0.5604395604395604,0.569037444037444,claude-fable-5-1-high,claude-fable-5-1-high
prop_0514__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0514,Public procurement should favor open standards and switching portability over single-vendor integrated stacks for school and health IT.,claude-sonnet-5-high,muse-spark-1.3-high,prop_0514__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0514__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|qwen3.7-max,3,6,,7.833333333333333,-0.4666666666666666,-0.4202777777777777,0.4981684981684982,0.5,muse-spark-1.3-high,tie
prop_0517__kimi-k3__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0517,Cross-border recognition of online professional credentials should become easier than recognition of physical residency for study and work pathways.,kimi-k3,muse-spark-1.3-high,prop_0517__kimi-k3__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0517__muse-spark-1.3-high__kimi-k3__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|qwen3.7-max,3,6,,8.5,0.9,0.7760185185166666,0.5494505494505495,0.5358262108260073,kimi-k3,kimi-k3
prop_0525__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0525,"Safe-third-country rules are justified only when destination countries provide enforceable rights to work, appeal, and family unity.",glm-5-3-high,kimi-k3,prop_0525__glm-5-3-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0525__kimi-k3__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,7.666666666666667,-0.4333333333333333,-0.3825,0.5,0.5,tie,tie
prop_0526__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0526,Migration policy should prioritize family reunification more than purely economic selection when long-term integration outcomes are comparable.,gpt-6-astra-high,muse-spark-1.3-high,prop_0526__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0526__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|grok-4.5-high|qwen3.7-max,3,6,,7.666666666666667,1.55,1.510436507936508,0.6208791208791209,0.6165314843886273,gpt-6-astra-high,gpt-6-astra-high
prop_0527__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0527,Countries should permit advance market commitments for new antibiotics even if unit prices remain high.,claude-opus-5-high,gpt-6-astra-high,prop_0527__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0527__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|qwen3.7-max,3,6,,7.5,1.8166666666666669,1.8227777777777776,0.6501831501831502,0.6508547008547009,claude-opus-5-high,claude-opus-5-high
prop_0532__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0532,Cities should allow dynamic congestion or curb pricing for delivery and ride-hail vehicles rather than keep curb space mostly free.,claude-fable-5-1-high,gpt-6-astra-high,prop_0532__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0532__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.0,0.7666666666666666,0.6658333333333334,0.5347985347985348,0.5237179487179487,claude-fable-5-1-high,claude-fable-5-1-high
prop_0533__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0533,Ethiopia should be able to fill and operate the Grand Ethiopian Renaissance Dam on its own timeline even over Egypt's objections about downstream water security.,claude-opus-5-high,grok-4.6-high,prop_0533__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0533__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.166666666666666,0.1999999999999999,0.17944444445,0.5,0.5,tie,tie
prop_0533__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0533,Ethiopia should be able to fill and operate the Grand Ethiopian Renaissance Dam on its own timeline even over Egypt's objections about downstream water security.,gpt-6-astra-high,muse-spark-1.3-high,prop_0533__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0533__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|kimi-k2.6,3,6,,7.833333333333333,-0.1333333333333333,-0.0620634920634921,0.5,0.5,tie,tie
prop_0538__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0538,African countries should prioritize intra-African trade and manufacturing over continued dependence on exporting raw materials to former colonial powers and distant rich markets.,claude-opus-5-high,kimi-k3,prop_0538__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0538__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|muse-spark-1.1-high,3,6,,8.333333333333334,1.2,1.178587962966667,0.5824175824175825,0.5800646113150183,claude-opus-5-high,claude-opus-5-high
