debate_id,side_swap_group_id,topic_id,model_pro,model_con,pro_participant_winner,con_participant_winner,same_verdict,both_choose_self,both_choose_opponent
prop_0424__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0424__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0424,claude-fable-5-1-high,kimi-k3,claude-fable-5-1-high,TIE,0,0,0
prop_0424__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0424__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0424,kimi-k3,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0435__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0435__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0435,claude-fable-5-1-high,gpt-6-astra-high,TIE,gpt-6-astra-high,0,0,0
prop_0435__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0435__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0435,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,claude-fable-5-1-high,0,1,0
prop_0443__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0443__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0443,gpt-6-astra-high,grok-4.6-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0443__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0443__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0443,grok-4.6-high,gpt-6-astra-high,TIE,gpt-6-astra-high,0,0,0
prop_0446__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0446__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0446,gpt-6-astra-high,grok-4.6-high,gpt-6-astra-high,grok-4.6-high,0,1,0
prop_0446__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0446__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0446,grok-4.6-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0453__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0453__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0453,gpt-6-astra-high,muse-spark-1.3-high,gpt-6-astra-high,muse-spark-1.3-high,0,1,0
prop_0453__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0453__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0453,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0461__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0461__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0461,glm-5-3-high,muse-spark-1.3-high,TIE,muse-spark-1.3-high,0,0,0
prop_0461__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0461__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0461,muse-spark-1.3-high,glm-5-3-high,glm-5-3-high,muse-spark-1.3-high,0,0,1
prop_0465__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0465__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0465,grok-4.6-high,muse-spark-1.3-high,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0465__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0465__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0465,muse-spark-1.3-high,grok-4.6-high,TIE,grok-4.6-high,0,0,0
prop_0469__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0469__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0469,claude-fable-5-1-high,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,0,1,0
prop_0469__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0469__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0469,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,claude-fable-5-1-high,0,1,0
prop_0478__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0478__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0478,claude-sonnet-5-high,grok-4.6-high,TIE,grok-4.6-high,0,0,0
prop_0478__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0478__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0478,grok-4.6-high,claude-sonnet-5-high,grok-4.6-high,TIE,0,0,0
prop_0479__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0479__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0479,claude-sonnet-5-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0479__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0479__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0479,gpt-6-astra-high,claude-sonnet-5-high,gpt-6-astra-high,claude-sonnet-5-high,0,1,0
prop_0480__claude-sonnet-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a,prop_0480__claude-sonnet-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0480,claude-sonnet-5-high,glm-5-3-high,claude-sonnet-5-high,TIE,0,0,0
prop_0480__glm-5-3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0480__claude-sonnet-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0480,glm-5-3-high,claude-sonnet-5-high,glm-5-3-high,TIE,0,0,0
prop_0484__glm-5-3-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0484__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0484,glm-5-3-high,kimi-k3,kimi-k3,kimi-k3,1,0,0
prop_0484__kimi-k3__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0484__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0484,kimi-k3,glm-5-3-high,kimi-k3,kimi-k3,1,0,0
prop_0486__kimi-k3__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0486__kimi-k3__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0486,kimi-k3,muse-spark-1.3-high,kimi-k3,kimi-k3,1,0,0
prop_0486__muse-spark-1.3-high__kimi-k3__s1__tpl_placement_active_20260813a,prop_0486__kimi-k3__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0486,muse-spark-1.3-high,kimi-k3,kimi-k3,kimi-k3,1,0,0
prop_0487__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0487__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0487,claude-fable-5-1-high,muse-spark-1.3-high,claude-fable-5-1-high,muse-spark-1.3-high,0,1,0
prop_0487__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0487__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0487,muse-spark-1.3-high,claude-fable-5-1-high,claude-fable-5-1-high,TIE,0,0,0
prop_0493__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0493__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0493,claude-opus-5-high,grok-4.6-high,claude-opus-5-high,TIE,0,0,0
prop_0493__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0493__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0493,grok-4.6-high,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0499__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0499__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0499,claude-opus-5-high,grok-4.6-high,TIE,grok-4.6-high,0,0,0
prop_0499__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0499__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0499,grok-4.6-high,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0502__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0502__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0502,claude-sonnet-5-high,muse-spark-1.3-high,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0502__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0502__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0502,muse-spark-1.3-high,claude-sonnet-5-high,claude-sonnet-5-high,claude-sonnet-5-high,1,0,0
prop_0505__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0505__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0505,claude-opus-5-high,grok-4.6-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0505__glm-5-3-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0505__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0505,glm-5-3-high,kimi-k3,TIE,kimi-k3,0,0,0
prop_0505__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0505__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0505,grok-4.6-high,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0505__kimi-k3__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0505__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0505,kimi-k3,glm-5-3-high,kimi-k3,kimi-k3,1,0,0
prop_0509__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0509__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0509,claude-sonnet-5-high,gpt-6-astra-high,TIE,gpt-6-astra-high,0,0,0
prop_0509__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0509__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0509,gpt-6-astra-high,claude-sonnet-5-high,gpt-6-astra-high,claude-sonnet-5-high,0,1,0
prop_0513__claude-fable-5-1-high__claude-sonnet-5-high__s0__tpl_placement_active_20260813a,prop_0513__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0513,claude-fable-5-1-high,claude-sonnet-5-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0513__claude-sonnet-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0513__claude-fable-5-1-high__claude-sonnet-5-high__tpl_placement_active_20260813a,prop_0513,claude-sonnet-5-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0514__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0514__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0514,claude-sonnet-5-high,muse-spark-1.3-high,TIE,TIE,1,0,0
prop_0514__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0514__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0514,muse-spark-1.3-high,claude-sonnet-5-high,muse-spark-1.3-high,TIE,0,0,0
prop_0517__kimi-k3__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0517__kimi-k3__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0517,kimi-k3,muse-spark-1.3-high,kimi-k3,kimi-k3,1,0,0
prop_0517__muse-spark-1.3-high__kimi-k3__s1__tpl_placement_active_20260813a,prop_0517__kimi-k3__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0517,muse-spark-1.3-high,kimi-k3,TIE,kimi-k3,0,0,0
prop_0525__glm-5-3-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0525__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0525,glm-5-3-high,kimi-k3,kimi-k3,kimi-k3,1,0,0
prop_0525__kimi-k3__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0525__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0525,kimi-k3,glm-5-3-high,kimi-k3,kimi-k3,1,0,0
prop_0526__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0526__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0526,gpt-6-astra-high,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0526__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0526__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0526,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0527__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0527__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0527,claude-opus-5-high,gpt-6-astra-high,claude-opus-5-high,gpt-6-astra-high,0,1,0
prop_0527__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0527__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0527,gpt-6-astra-high,claude-opus-5-high,gpt-6-astra-high,TIE,0,0,0
prop_0532__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0532__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0532,claude-fable-5-1-high,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,0,1,0
prop_0532__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0532__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0532,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,TIE,0,0,0
prop_0533__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0533__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0533,claude-opus-5-high,grok-4.6-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0533__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0533__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0533,gpt-6-astra-high,muse-spark-1.3-high,gpt-6-astra-high,muse-spark-1.3-high,0,1,0
prop_0533__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0533__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0533,grok-4.6-high,claude-opus-5-high,TIE,claude-opus-5-high,0,0,0
prop_0533__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0533__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0533,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0538__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0538__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0538,claude-opus-5-high,kimi-k3,TIE,kimi-k3,0,0,0
prop_0538__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0538__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0538,kimi-k3,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0539__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0539__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0539,claude-fable-5-1-high,claude-opus-5-high,claude-fable-5-1-high,TIE,0,0,0
prop_0539__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0539__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0539,claude-opus-5-high,claude-fable-5-1-high,TIE,claude-opus-5-high,0,0,0
prop_0545__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0545__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0545,claude-opus-5-high,grok-4.6-high,grok-4.6-high,grok-4.6-high,1,0,0
prop_0545__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0545__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0545,grok-4.6-high,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0546__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0546__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0546,grok-4.6-high,kimi-k3,kimi-k3,kimi-k3,1,0,0
prop_0546__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0546__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0546,kimi-k3,grok-4.6-high,kimi-k3,grok-4.6-high,0,1,0
prop_0549__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0549__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0549,claude-opus-5-high,kimi-k3,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0549__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0549__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0549,kimi-k3,claude-opus-5-high,TIE,kimi-k3,0,0,0
prop_0550__claude-opus-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0550__claude-opus-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0550,claude-opus-5-high,muse-spark-1.3-high,TIE,claude-opus-5-high,0,0,0
prop_0550__muse-spark-1.3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0550__claude-opus-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0550,muse-spark-1.3-high,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0556__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0556__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0556,claude-fable-5-1-high,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,0,1,0
prop_0556__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0556__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0556,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0559__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0559__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0559,claude-fable-5-1-high,muse-spark-1.3-high,claude-fable-5-1-high,TIE,0,0,0
prop_0559__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0559__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0559,claude-sonnet-5-high,grok-4.6-high,TIE,grok-4.6-high,0,0,0
prop_0559__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0559__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0559,grok-4.6-high,claude-sonnet-5-high,TIE,TIE,1,0,0
prop_0559__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0559__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0559,muse-spark-1.3-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0563__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0563__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0563,claude-sonnet-5-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0563__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0563__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0563,gpt-6-astra-high,claude-sonnet-5-high,gpt-6-astra-high,claude-sonnet-5-high,0,1,0
prop_0568__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0568__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0568,claude-fable-5-1-high,kimi-k3,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0568__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0568__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0568,kimi-k3,claude-fable-5-1-high,TIE,TIE,1,0,0
prop_0576__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0576__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0576,grok-4.6-high,muse-spark-1.3-high,grok-4.6-high,grok-4.6-high,1,0,0
prop_0576__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0576__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0576,muse-spark-1.3-high,grok-4.6-high,muse-spark-1.3-high,TIE,0,0,0
prop_0577__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a,prop_0577__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0577,claude-fable-5-1-high,glm-5-3-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0577__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0577__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0577,glm-5-3-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0579__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0579__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0579,grok-4.6-high,muse-spark-1.3-high,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0579__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0579__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0579,muse-spark-1.3-high,grok-4.6-high,grok-4.6-high,grok-4.6-high,1,0,0
prop_0581__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0581__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0581,gpt-6-astra-high,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0581__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0581__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0581,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0584,claude-fable-5-1-high,muse-spark-1.3-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0584__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0584,muse-spark-1.3-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0599__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0599__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0599,grok-4.6-high,muse-spark-1.3-high,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0599__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0599__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0599,muse-spark-1.3-high,grok-4.6-high,TIE,grok-4.6-high,0,0,0
prop_0602__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0602__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0602,claude-sonnet-5-high,muse-spark-1.3-high,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0602__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0602__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0602,muse-spark-1.3-high,claude-sonnet-5-high,TIE,claude-sonnet-5-high,0,0,0
prop_0604__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0604__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0604,claude-opus-5-high,kimi-k3,kimi-k3,TIE,0,0,0
prop_0604__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0604__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0604,gpt-6-astra-high,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0604__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0604__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0604,kimi-k3,claude-opus-5-high,TIE,TIE,1,0,0
prop_0604__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0604__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0604,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0616__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0616__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0616,claude-fable-5-1-high,grok-4.6-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0616__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0616__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0616,grok-4.6-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0619__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0619__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0619,gpt-6-astra-high,grok-4.6-high,gpt-6-astra-high,grok-4.6-high,0,1,0
prop_0619__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0619__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0619,grok-4.6-high,gpt-6-astra-high,TIE,gpt-6-astra-high,0,0,0
